mag_id,magnitude,base_cfg,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
S3,0.10,centrist,Z,0,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,0,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,0,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,0,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,0,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,1,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,1,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,1,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,1,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,1,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,2,0.000000,0.789154,0.836681,1.237498
S3,0.10,centrist,A,2,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,2,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,2,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,2,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,3,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,3,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,3,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,3,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,3,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,4,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,4,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,4,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,4,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,4,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,5,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,5,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,5,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,5,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,5,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,6,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,6,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,6,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,6,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,6,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,7,0.111655,0.881434,0.836681,1.237498
S3,0.10,centrist,A,7,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,7,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,7,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,7,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,8,0.111655,0.881434,0.836681,1.237498
S3,0.10,centrist,A,8,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,8,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,8,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,8,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,9,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,9,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,9,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,9,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,9,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,10,0.111655,0.881434,0.836681,1.237498
S3,0.10,centrist,A,10,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,10,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,10,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,10,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,11,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,11,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,11,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,11,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,11,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,12,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,12,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,12,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,12,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,12,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,13,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,13,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,13,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,13,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,13,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,14,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,14,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,14,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,14,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,14,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,15,0.000000,0.743062,0.836681,1.237498
S3,0.10,centrist,A,15,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,15,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,15,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,15,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,16,0.000000,0.832203,0.836681,1.237498
S3,0.10,centrist,A,16,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,16,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,16,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,16,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,17,0.111655,0.881434,0.836681,1.237498
S3,0.10,centrist,A,17,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,17,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,17,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,17,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,18,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,18,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,18,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,18,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,18,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,19,0.022321,0.845628,0.836681,1.237498
S3,0.10,centrist,A,19,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,19,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,19,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,19,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,20,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,20,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,20,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,20,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,20,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,21,0.325689,0.967223,0.836681,1.237498
S3,0.10,centrist,A,21,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,21,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,21,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,21,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,22,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,22,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,22,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,22,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,22,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,23,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,23,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,23,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,23,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,23,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,24,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,24,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,24,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,24,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,24,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,25,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,25,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,25,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,25,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,25,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,26,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,26,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,26,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,26,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,26,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,27,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,27,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,27,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,27,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,27,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,28,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,28,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,28,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,28,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,28,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,29,0.059593,0.860567,0.836681,1.237498
S3,0.10,centrist,A,29,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,29,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,29,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,29,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,30,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,30,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,30,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,30,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,30,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,31,0.388537,0.992413,0.836681,1.237498
S3,0.10,centrist,A,31,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,31,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,31,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,31,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,32,0.000000,0.833171,0.836681,1.237498
S3,0.10,centrist,A,32,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,32,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,32,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,32,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,33,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,33,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,33,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,33,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,33,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,34,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,34,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,34,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,34,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,34,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,35,0.000000,0.823140,0.836681,1.237498
S3,0.10,centrist,A,35,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,35,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,35,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,35,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,36,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,36,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,36,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,36,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,36,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,37,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,37,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,37,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,37,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,37,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,38,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,38,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,38,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,38,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,38,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,39,0.000000,0.782774,0.836681,1.237498
S3,0.10,centrist,A,39,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,39,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,39,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,39,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,40,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,40,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,40,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,40,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,40,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,41,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,41,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,41,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,41,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,41,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,42,0.000000,0.789284,0.836681,1.237498
S3,0.10,centrist,A,42,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,42,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,42,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,42,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,43,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,A,43,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,43,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,43,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,43,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,44,0.000000,0.688188,0.836681,1.237498
S3,0.10,centrist,A,44,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,44,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,44,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,44,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,45,0.111655,0.881434,0.836681,1.237498
S3,0.10,centrist,A,45,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,45,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,45,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,45,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,46,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,46,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,46,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,46,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,46,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,47,0.022027,0.845510,0.836681,1.237498
S3,0.10,centrist,A,47,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,47,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,47,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,47,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,48,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,A,48,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,48,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,48,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,48,1.000000,1.237498,0.836681,1.237498
S3,0.10,centrist,Z,49,0.000000,0.711174,0.836681,1.237498
S3,0.10,centrist,A,49,0.140330,0.892928,0.836681,1.237498
S3,0.10,centrist,C_CN,49,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,C_PP,49,0.531414,1.049681,0.836681,1.237498
S3,0.10,centrist,D,49,1.000000,1.237498,0.836681,1.237498
S4,0.20,centrist,Z,0,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,A,0,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,0,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,0,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,0,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,1,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,1,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,1,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,1,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,1,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,2,0.000000,0.789154,0.848681,1.537498
S4,0.20,centrist,A,2,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,2,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,2,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,2,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,3,0.000000,0.688188,0.848681,1.537498
S4,0.20,centrist,A,3,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,3,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,3,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,3,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,4,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,4,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,4,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,4,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,4,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,5,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,A,5,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,5,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,5,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,5,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,6,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,6,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,6,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,6,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,6,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,7,0.047550,0.881434,0.848681,1.537498
S4,0.20,centrist,A,7,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,7,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,7,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,7,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,8,0.047550,0.881434,0.848681,1.537498
S4,0.20,centrist,A,8,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,8,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,8,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,8,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,9,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,A,9,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,9,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,9,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,9,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,10,0.047550,0.881434,0.848681,1.537498
S4,0.20,centrist,A,10,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,10,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,10,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,10,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,11,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,11,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,11,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,11,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,11,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,12,0.000000,0.688188,0.848681,1.537498
S4,0.20,centrist,A,12,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,12,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,12,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,12,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,13,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,A,13,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,13,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,13,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,13,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,14,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,A,14,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,14,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,14,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,14,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,15,0.000000,0.743062,0.848681,1.537498
S4,0.20,centrist,A,15,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,15,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,15,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,15,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,16,0.000000,0.832203,0.848681,1.537498
S4,0.20,centrist,A,16,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,16,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,16,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,16,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,17,0.047550,0.881434,0.848681,1.537498
S4,0.20,centrist,A,17,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,17,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,17,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,17,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,18,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,18,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,18,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,18,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,18,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,19,0.000000,0.845628,0.848681,1.537498
S4,0.20,centrist,A,19,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,19,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,19,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,19,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,20,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,20,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,20,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,20,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,20,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,21,0.317271,1.067223,0.848681,1.537498
S4,0.20,centrist,A,21,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,21,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,21,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,21,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,22,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,22,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,22,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,22,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,22,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,23,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,A,23,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,23,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,23,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,23,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,24,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,A,24,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,24,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,24,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,24,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,25,0.000000,0.711174,0.848681,1.537498
S4,0.20,centrist,A,25,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,25,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,C_PP,25,0.436981,1.149681,0.848681,1.537498
S4,0.20,centrist,D,25,1.000000,1.537498,0.848681,1.537498
S4,0.20,centrist,Z,26,0.000000,0.688188,0.848681,1.537498
S4,0.20,centrist,A,26,0.064236,0.892928,0.848681,1.537498
S4,0.20,centrist,C_CN,26,0.436981,1.149681,0.848681,1.537498
