mag_id,magnitude,base_cfg,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
S2,0.05,centrist,Z,26,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,26,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,26,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,26,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,26,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,27,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,27,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,27,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,27,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,27,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,28,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,A,28,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,28,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,28,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,28,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,29,0.116371,0.860567,0.830681,1.087498
S2,0.05,centrist,A,29,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,29,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,29,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,29,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,30,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,A,30,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,30,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,30,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,30,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,31,0.435065,0.942413,0.830681,1.087498
S2,0.05,centrist,A,31,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,31,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,31,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,31,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,32,0.009695,0.833171,0.830681,1.087498
S2,0.05,centrist,A,32,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,32,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,32,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,32,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,33,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,A,33,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,33,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,33,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,33,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,34,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,34,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,34,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,34,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,34,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,35,0.000000,0.823140,0.830681,1.087498
S2,0.05,centrist,A,35,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,35,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,35,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,35,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,36,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,36,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,36,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,36,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,36,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,37,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,A,37,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,37,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,37,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,37,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,38,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,38,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,38,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,38,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,38,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,39,0.000000,0.782774,0.830681,1.087498
S2,0.05,centrist,A,39,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,39,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,39,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,39,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,40,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,A,40,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,40,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,40,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,40,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,41,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,41,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,41,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,41,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,41,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,42,0.000000,0.789284,0.830681,1.087498
S2,0.05,centrist,A,42,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,42,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,42,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,42,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,43,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,A,43,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,43,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,43,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,43,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,44,0.000000,0.688188,0.830681,1.087498
S2,0.05,centrist,A,44,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,44,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,44,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,44,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,45,0.197624,0.881434,0.830681,1.087498
S2,0.05,centrist,A,45,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,45,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,45,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,45,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,46,0.000000,0.711174,0.830681,1.087498
S2,0.05,centrist,A,46,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,46,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,46,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,46,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,47,0.057741,0.845510,0.830681,1.087498
S2,0.05,centrist,A,47,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,47,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,47,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,47,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,48,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,A,48,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,48,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,48,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,48,1.000000,1.087498,0.830681,1.087498
S2,0.05,centrist,Z,49,0.000000,0.711174,0.830681,1.087498
S2,0.05,centrist,A,49,0.242377,0.892928,0.830681,1.087498
S2,0.05,centrist,C_CN,49,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,C_PP,49,0.658055,0.999681,0.830681,1.087498
S2,0.05,centrist,D,49,1.000000,1.087498,0.830681,1.087498
