K,slate_type,spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
15,archetype,centrist,C_CN,16,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,16,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,16,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,17,0.000000,0.817444,0.829481,1.057498
15,archetype,centrist,A,17,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,17,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,17,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,17,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,18,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,A,18,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,18,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,18,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,18,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,19,0.000000,0.804182,0.829481,1.057498
15,archetype,centrist,A,19,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,19,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,19,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,19,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,20,0.000000,0.780142,0.829481,1.057498
15,archetype,centrist,A,20,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,20,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,20,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,20,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,21,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,A,21,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,21,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,21,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,21,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,22,0.000000,0.819456,0.829481,1.057498
15,archetype,centrist,A,22,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,22,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,22,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,22,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,23,0.000000,0.793518,0.829481,1.057498
15,archetype,centrist,A,23,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,23,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,23,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,23,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,24,0.218823,0.879376,0.829481,1.057498
15,archetype,centrist,A,24,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,24,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,24,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,24,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,25,0.000000,0.788866,0.829481,1.057498
15,archetype,centrist,A,25,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_CN,25,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,25,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,25,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,26,0.000000,0.777734,0.829481,1.057498
15,archetype,centrist,A,26,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,26,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,26,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,26,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,27,0.000000,0.815039,0.829481,1.057498
15,archetype,centrist,A,27,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,27,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,27,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,27,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,28,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,28,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,28,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,28,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,28,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,29,0.102513,0.852856,0.829481,1.057498
15,archetype,centrist,A,29,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,29,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,29,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,29,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,30,0.000000,0.800703,0.829481,1.057498
15,archetype,centrist,A,30,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,30,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,30,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,30,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,31,0.000000,0.688188,0.829481,1.057498
15,archetype,centrist,A,31,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,31,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,31,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,31,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,32,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,32,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,32,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,32,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,32,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,33,0.028454,0.835969,0.829481,1.057498
15,archetype,centrist,A,33,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,33,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,33,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,33,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,34,0.000000,0.799873,0.829481,1.057498
15,archetype,centrist,A,34,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,34,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,34,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,34,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,35,0.012496,0.832330,0.829481,1.057498
15,archetype,centrist,A,35,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,35,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,35,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,35,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,36,0.000000,0.788297,0.829481,1.057498
15,archetype,centrist,A,36,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,36,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,36,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,36,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,37,0.000000,0.820038,0.829481,1.057498
15,archetype,centrist,A,37,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,37,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,37,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,37,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,38,0.109424,0.854431,0.829481,1.057498
15,archetype,centrist,A,38,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,38,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,38,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,38,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,39,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,A,39,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,39,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,39,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,39,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,40,0.000000,0.807971,0.829481,1.057498
15,archetype,centrist,A,40,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,40,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,40,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,40,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,41,0.046292,0.840036,0.829481,1.057498
15,archetype,centrist,A,41,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,41,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,41,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,41,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,42,0.000000,0.806614,0.829481,1.057498
15,archetype,centrist,A,42,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,42,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,42,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,42,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,43,0.000000,0.688188,0.829481,1.057498
15,archetype,centrist,A,43,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,43,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,43,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,43,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,44,0.000000,0.746336,0.829481,1.057498
15,archetype,centrist,A,44,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,44,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,44,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,44,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,45,0.000000,0.711174,0.829481,1.057498
15,archetype,centrist,A,45,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,45,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,45,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,45,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,46,0.000000,0.817172,0.829481,1.057498
15,archetype,centrist,A,46,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,46,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,46,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,46,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,47,0.006030,0.830856,0.829481,1.057498
15,archetype,centrist,A,47,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,47,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,47,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,47,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,48,0.013875,0.832645,0.829481,1.057498
15,archetype,centrist,A,48,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,48,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,48,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,48,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,49,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,49,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,49,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,49,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,49,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,50,0.192416,0.873355,0.829481,1.057498
15,archetype,centrist,A,50,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,50,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,50,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,50,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,51,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,A,51,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,51,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,51,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,51,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,52,0.000000,0.711174,0.829481,1.057498
15,archetype,centrist,A,52,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,52,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,52,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,52,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,53,0.000000,0.817125,0.829481,1.057498
15,archetype,centrist,A,53,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,53,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,53,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,53,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,54,0.000000,0.796654,0.829481,1.057498
15,archetype,centrist,A,54,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,54,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,54,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,54,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,55,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,55,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,55,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,55,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,55,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,56,0.000000,0.823756,0.829481,1.057498
15,archetype,centrist,A,56,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,56,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,56,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,56,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,57,0.000000,0.688188,0.829481,1.057498
15,archetype,centrist,A,57,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,57,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,57,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,57,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,58,0.000000,0.825067,0.829481,1.057498
15,archetype,centrist,A,58,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,58,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,58,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,58,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,59,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,A,59,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,59,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,59,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,59,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,60,0.000000,0.711174,0.829481,1.057498
15,archetype,centrist,A,60,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,60,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,60,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,60,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,61,0.000000,0.781473,0.829481,1.057498
15,archetype,centrist,A,61,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,61,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,61,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,61,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,62,0.000000,0.739050,0.829481,1.057498
15,archetype,centrist,A,62,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,62,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,62,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,62,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,63,0.085706,0.849023,0.829481,1.057498
15,archetype,centrist,A,63,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,63,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,63,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,63,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,64,0.000000,0.728523,0.829481,1.057498
15,archetype,centrist,A,64,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,64,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,64,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,64,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,65,0.069623,0.845356,0.829481,1.057498
15,archetype,centrist,A,65,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,65,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,65,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,65,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,66,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,66,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,66,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,66,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,66,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,67,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,67,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,67,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,67,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,67,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,68,0.045037,0.839750,0.829481,1.057498
15,archetype,centrist,A,68,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_CN,68,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,68,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,68,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,69,0.000000,0.811243,0.829481,1.057498
15,archetype,centrist,A,69,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,69,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,69,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,69,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,70,0.000000,0.813957,0.829481,1.057498
15,archetype,centrist,A,70,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,70,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,70,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,70,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,71,0.046914,0.840178,0.829481,1.057498
15,archetype,centrist,A,71,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,71,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,71,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,71,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,72,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,72,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,72,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,72,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,72,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,73,0.000000,0.711174,0.829481,1.057498
15,archetype,centrist,A,73,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,73,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,73,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,73,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,74,0.294819,0.896705,0.829481,1.057498
15,archetype,centrist,A,74,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,74,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,74,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,74,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,75,0.034525,0.837353,0.829481,1.057498
15,archetype,centrist,A,75,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,75,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,75,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,75,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,76,0.287592,0.895057,0.829481,1.057498
15,archetype,centrist,A,76,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,76,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,76,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,76,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,77,0.000000,0.792282,0.829481,1.057498
15,archetype,centrist,A,77,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,77,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,77,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,77,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,78,0.000000,0.784146,0.829481,1.057498
15,archetype,centrist,A,78,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,78,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,78,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,78,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,79,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,A,79,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,79,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,79,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,79,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,80,0.000000,0.711174,0.829481,1.057498
15,archetype,centrist,A,80,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,80,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,80,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,80,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,81,0.111038,0.854800,0.829481,1.057498
15,archetype,centrist,A,81,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,81,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,81,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,81,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,82,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,A,82,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,82,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,82,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,82,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,83,0.092873,0.850658,0.829481,1.057498
15,archetype,centrist,A,83,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,83,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,83,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,83,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,84,0.000000,0.790320,0.829481,1.057498
15,archetype,centrist,A,84,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,84,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,84,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,84,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,85,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,A,85,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,85,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,85,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,85,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,86,0.000000,0.772920,0.829481,1.057498
15,archetype,centrist,A,86,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,86,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,86,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,86,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,87,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,A,87,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,87,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,87,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,87,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,88,0.053843,0.841758,0.829481,1.057498
15,archetype,centrist,A,88,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,88,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,88,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,88,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,89,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,89,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,89,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,89,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,89,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,90,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,A,90,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,90,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,90,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,90,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,91,0.227848,0.881434,0.829481,1.057498
15,archetype,centrist,A,91,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,91,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,91,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,91,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,92,0.000000,0.787274,0.829481,1.057498
15,archetype,centrist,A,92,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,92,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,92,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,92,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,93,0.000000,0.806337,0.829481,1.057498
15,archetype,centrist,A,93,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,93,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,93,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,93,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,94,0.231478,0.882262,0.829481,1.057498
15,archetype,centrist,A,94,0.278253,0.892928,0.829481,1.057498
15,archetype,centrist,C_CN,94,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,C_PP,94,0.746434,0.999681,0.829481,1.057498
15,archetype,centrist,D,94,1.000000,1.057498,0.829481,1.057498
15,archetype,centrist,Z,95,0.000000,0.798087,0.829481,1.057498
