spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,C_CN,11,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,11,0.821324,0.945229,0.825029,0.971378
off_axis,D,11,1.000000,0.971378,0.825029,0.971378
off_axis,Z,12,0.821324,0.945229,0.825029,0.971378
off_axis,A,12,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,12,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,12,0.821324,0.945229,0.825029,0.971378
off_axis,D,12,1.000000,0.971378,0.825029,0.971378
off_axis,Z,13,0.000000,0.800951,0.825029,0.971378
off_axis,A,13,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,13,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,13,0.821324,0.945229,0.825029,0.971378
off_axis,D,13,1.000000,0.971378,0.825029,0.971378
off_axis,Z,14,0.000000,0.669533,0.825029,0.971378
off_axis,A,14,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,14,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,14,0.821324,0.945229,0.825029,0.971378
off_axis,D,14,1.000000,0.971378,0.825029,0.971378
off_axis,Z,15,0.000000,0.805770,0.825029,0.971378
off_axis,A,15,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,15,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,15,0.821324,0.945229,0.825029,0.971378
off_axis,D,15,1.000000,0.971378,0.825029,0.971378
off_axis,Z,16,0.001907,0.825308,0.825029,0.971378
off_axis,A,16,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,16,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,16,0.821324,0.945229,0.825029,0.971378
off_axis,D,16,1.000000,0.971378,0.825029,0.971378
off_axis,Z,17,0.000000,0.749908,0.825029,0.971378
off_axis,A,17,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,17,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,17,0.821324,0.945229,0.825029,0.971378
off_axis,D,17,1.000000,0.971378,0.825029,0.971378
off_axis,Z,18,0.482053,0.895577,0.825029,0.971378
off_axis,A,18,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,18,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,18,0.821324,0.945229,0.825029,0.971378
off_axis,D,18,1.000000,0.971378,0.825029,0.971378
off_axis,Z,19,0.821324,0.945229,0.825029,0.971378
off_axis,A,19,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,19,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,19,0.821324,0.945229,0.825029,0.971378
off_axis,D,19,1.000000,0.971378,0.825029,0.971378
off_axis,Z,20,0.482053,0.895577,0.825029,0.971378
off_axis,A,20,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,20,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,20,0.821324,0.945229,0.825029,0.971378
off_axis,D,20,1.000000,0.971378,0.825029,0.971378
off_axis,Z,21,0.000000,0.720925,0.825029,0.971378
off_axis,A,21,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,21,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,21,0.821324,0.945229,0.825029,0.971378
off_axis,D,21,1.000000,0.971378,0.825029,0.971378
off_axis,Z,22,0.482053,0.895577,0.825029,0.971378
off_axis,A,22,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,22,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,22,0.821324,0.945229,0.825029,0.971378
off_axis,D,22,1.000000,0.971378,0.825029,0.971378
off_axis,Z,23,0.000000,0.720925,0.825029,0.971378
off_axis,A,23,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,23,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,23,0.821324,0.945229,0.825029,0.971378
off_axis,D,23,1.000000,0.971378,0.825029,0.971378
off_axis,Z,24,0.306473,0.869881,0.825029,0.971378
off_axis,A,24,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,24,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,24,0.821324,0.945229,0.825029,0.971378
off_axis,D,24,1.000000,0.971378,0.825029,0.971378
off_axis,Z,25,0.000000,0.669533,0.825029,0.971378
off_axis,A,25,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,25,0.821324,0.945229,0.825029,0.971378
