dist_id,dist_label,spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle,minority_welfare
P2,bimodal_sym,centrist,D,9,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,10,0.000000,0.820882,0.829481,1.057498,0.698448
P2,bimodal_sym,centrist,A,10,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,10,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,10,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,10,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,11,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,11,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,11,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,11,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,11,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,12,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,12,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,12,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,12,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,12,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,13,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,13,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,13,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,13,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,13,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,14,0.000000,0.711174,0.829481,1.057498,0.343503
P2,bimodal_sym,centrist,A,14,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,14,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,14,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,14,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,15,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,15,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,15,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,15,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,15,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,16,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,16,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,16,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,16,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,16,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,17,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,17,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,17,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,17,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,17,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,18,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,18,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,18,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,18,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,18,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,19,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,19,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,19,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,19,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,19,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,20,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,20,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,20,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,20,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,20,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,21,0.000000,0.711174,0.829481,1.057498,0.343503
P2,bimodal_sym,centrist,A,21,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,21,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,21,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,21,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,22,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,22,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,22,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,22,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,22,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,23,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,23,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,23,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,23,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,23,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,24,0.072470,0.846005,0.829481,1.057498,0.700775
P2,bimodal_sym,centrist,A,24,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,24,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,24,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,24,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,25,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,25,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,25,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,25,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,25,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,26,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,26,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,26,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,26,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,26,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,27,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,27,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,27,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,27,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,27,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,28,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,28,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,28,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,28,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,28,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,29,0.000000,0.711174,0.829481,1.057498,0.343503
P2,bimodal_sym,centrist,A,29,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,29,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,29,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,29,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,30,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,30,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,30,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,30,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,30,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,31,0.000000,0.802537,0.829481,1.057498,0.680725
P2,bimodal_sym,centrist,A,31,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,31,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,31,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,31,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,32,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,32,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,32,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,32,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,32,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,33,0.000000,0.810531,0.829481,1.057498,0.641470
P2,bimodal_sym,centrist,A,33,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,33,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,33,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,33,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,34,0.067129,0.844788,0.829481,1.057498,0.645328
P2,bimodal_sym,centrist,A,34,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,34,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,34,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,34,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,35,0.149681,0.863611,0.829481,1.057498,0.740101
P2,bimodal_sym,centrist,A,35,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,35,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,35,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,35,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,36,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,36,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,36,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,36,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,36,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,37,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,37,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,37,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,37,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,37,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,38,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,38,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,38,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,38,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,38,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,39,0.000000,0.810000,0.829481,1.057498,0.622386
P2,bimodal_sym,centrist,A,39,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,39,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,39,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,39,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,40,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,40,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,40,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,40,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,40,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,41,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,41,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,41,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,41,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,41,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,42,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,42,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,42,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,42,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,42,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,43,0.000000,0.711174,0.829481,1.057498,0.343503
P2,bimodal_sym,centrist,A,43,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,43,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,43,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,43,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,44,0.000000,0.798044,0.829481,1.057498,0.673691
P2,bimodal_sym,centrist,A,44,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,44,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,44,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,44,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,45,0.048829,0.840615,0.829481,1.057498,0.714500
P2,bimodal_sym,centrist,A,45,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,45,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,45,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,45,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,46,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,46,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,46,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,46,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,46,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,47,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,47,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,47,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,47,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,47,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,48,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,48,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,48,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,48,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,48,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,49,0.106304,0.853720,0.829481,1.057498,0.728609
P2,bimodal_sym,centrist,A,49,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,49,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,49,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,49,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,50,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,50,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,50,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,50,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,50,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,51,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,51,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,51,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,51,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,51,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,52,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,52,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,52,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,52,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,52,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,53,0.000000,0.792384,0.829481,1.057498,0.627790
P2,bimodal_sym,centrist,A,53,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,53,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,53,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,53,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,54,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,54,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,54,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,54,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,54,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,55,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,55,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,55,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,55,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,55,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,56,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,56,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,56,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,56,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,56,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,57,0.417369,0.924648,0.829481,1.057498,0.780798
P2,bimodal_sym,centrist,A,57,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,57,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,57,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,57,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,58,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,58,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,58,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,58,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,58,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,59,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,59,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,59,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,59,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,59,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,60,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,60,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,60,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,60,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,60,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,61,0.000000,0.711174,0.829481,1.057498,0.343503
P2,bimodal_sym,centrist,A,61,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,61,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,61,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,61,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,62,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,62,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,62,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,62,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,62,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,63,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,63,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,63,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,63,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,63,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,64,0.227848,0.881434,0.829481,1.057498,0.675459
P2,bimodal_sym,centrist,A,64,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,64,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,64,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,64,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,65,0.000000,0.804458,0.829481,1.057498,0.676793
P2,bimodal_sym,centrist,A,65,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,65,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,65,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,65,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,66,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,66,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,66,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,66,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,66,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,67,0.000000,0.688188,0.829481,1.057498,0.328889
P2,bimodal_sym,centrist,A,67,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,67,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,67,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,67,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,68,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,A,68,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,68,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,68,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,68,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,69,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,69,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,69,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,69,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,69,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,70,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,A,70,0.278253,0.892928,0.829481,1.057498,0.685964
P2,bimodal_sym,centrist,C_CN,70,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,C_PP,70,0.746434,0.999681,0.829481,1.057498,0.876402
P2,bimodal_sym,centrist,D,70,1.000000,1.057498,0.829481,1.057498,0.841972
P2,bimodal_sym,centrist,Z,71,0.000000,0.688188,0.829481,1.057498,0.328889
