spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,D,42,1.000000,0.973362,0.840460,0.973362
off_axis,Z,43,0.000000,0.726800,0.840460,0.973362
off_axis,A,43,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,43,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,43,0.904424,0.960660,0.840460,0.973362
off_axis,D,43,1.000000,0.973362,0.840460,0.973362
off_axis,Z,44,0.373429,0.890089,0.840460,0.973362
off_axis,A,44,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,44,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,44,0.904424,0.960660,0.840460,0.973362
off_axis,D,44,1.000000,0.973362,0.840460,0.973362
off_axis,Z,45,0.904424,0.960660,0.840460,0.973362
off_axis,A,45,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,45,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,45,0.904424,0.960660,0.840460,0.973362
off_axis,D,45,1.000000,0.973362,0.840460,0.973362
off_axis,Z,46,0.000000,0.726800,0.840460,0.973362
off_axis,A,46,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,46,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,46,0.904424,0.960660,0.840460,0.973362
off_axis,D,46,1.000000,0.973362,0.840460,0.973362
off_axis,Z,47,0.904424,0.960660,0.840460,0.973362
off_axis,A,47,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,47,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,47,0.904424,0.960660,0.840460,0.973362
off_axis,D,47,1.000000,0.973362,0.840460,0.973362
off_axis,Z,48,0.000000,0.694519,0.840460,0.973362
off_axis,A,48,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,48,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,48,0.904424,0.960660,0.840460,0.973362
off_axis,D,48,1.000000,0.973362,0.840460,0.973362
off_axis,Z,49,0.000000,0.726800,0.840460,0.973362
off_axis,A,49,0.494878,0.906230,0.840460,0.973362
off_axis,C_CN,49,0.904424,0.960660,0.840460,0.973362
off_axis,C_PP,49,0.904424,0.960660,0.840460,0.973362
off_axis,D,49,1.000000,0.973362,0.840460,0.973362
