spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
centrist,D,25,1.000000,1.055062,0.840460,1.055062
centrist,Z,26,0.161991,0.875223,0.840460,1.055062
centrist,A,26,0.112846,0.864677,0.840460,1.055062
centrist,C_CN,26,0.161991,0.875223,0.840460,1.055062
centrist,C_PP,26,0.161991,0.875223,0.840460,1.055062
centrist,D,26,1.000000,1.055062,0.840460,1.055062
centrist,Z,27,0.055343,0.852336,0.840460,1.055062
centrist,A,27,0.433296,0.933446,0.840460,1.055062
centrist,C_CN,27,0.433296,0.933446,0.840460,1.055062
centrist,C_PP,27,0.433296,0.933446,0.840460,1.055062
centrist,D,27,1.000000,1.055062,0.840460,1.055062
centrist,Z,28,0.121490,0.866532,0.840460,1.055062
centrist,A,28,0.225374,0.888825,0.840460,1.055062
centrist,C_CN,28,0.184662,0.880089,0.840460,1.055062
centrist,C_PP,28,0.001899,0.840867,0.840460,1.055062
centrist,D,28,1.000000,1.055062,0.840460,1.055062
centrist,Z,29,0.084203,0.858530,0.840460,1.055062
centrist,A,29,0.312732,0.907573,0.840460,1.055062
centrist,C_CN,29,0.077832,0.857163,0.840460,1.055062
centrist,C_PP,29,0.077832,0.857163,0.840460,1.055062
centrist,D,29,1.000000,1.055062,0.840460,1.055062
centrist,Z,30,0.163327,0.875510,0.840460,1.055062
centrist,A,30,0.305886,0.906103,0.840460,1.055062
centrist,C_CN,30,0.305886,0.906103,0.840460,1.055062
centrist,C_PP,30,0.305886,0.906103,0.840460,1.055062
centrist,D,30,1.000000,1.055062,0.840460,1.055062
centrist,Z,31,-0.243862,0.788126,0.840460,1.055062
centrist,A,31,0.242306,0.892459,0.840460,1.055062
centrist,C_CN,31,0.242306,0.892459,0.840460,1.055062
centrist,C_PP,31,0.242306,0.892459,0.840460,1.055062
centrist,D,31,1.000000,1.055062,0.840460,1.055062
centrist,Z,32,-0.016464,0.836926,0.840460,1.055062
centrist,A,32,0.404721,0.927314,0.840460,1.055062
centrist,C_CN,32,0.404721,0.927314,0.840460,1.055062
centrist,C_PP,32,0.404721,0.927314,0.840460,1.055062
centrist,D,32,1.000000,1.055062,0.840460,1.055062
centrist,Z,33,0.083904,0.858466,0.840460,1.055062
centrist,A,33,0.218916,0.887440,0.840460,1.055062
centrist,C_CN,33,0.218916,0.887440,0.840460,1.055062
centrist,C_PP,33,0.135761,0.869594,0.840460,1.055062
centrist,D,33,1.000000,1.055062,0.840460,1.055062
centrist,Z,34,0.534489,0.955162,0.840460,1.055062
centrist,A,34,0.534489,0.955162,0.840460,1.055062
centrist,C_CN,34,0.534489,0.955162,0.840460,1.055062
centrist,C_PP,34,0.534489,0.955162,0.840460,1.055062
centrist,D,34,1.000000,1.055062,0.840460,1.055062
