condition,persona_config,adversarial,seed,winner,alliance_win,turns,vp_p1,vp_p2,vp_p3,vp_p4
c,sym_conservative,True,4,P3,False,83,4,4,7,5
c,sym_conservative,True,5,P3,False,63,6,4,7,5
c,sym_conservative,True,6,P1,True,41,7,2,2,4
c,sym_conservative,True,7,P3,False,51,2,3,7,4
c,sym_conservative,True,8,P1,True,45,7,3,4,5
c,sym_conservative,True,9,P3,False,47,2,2,7,5
c,sym_conservative,True,10,P3,False,87,5,5,7,6
c,sym_conservative,True,11,P1,True,45,7,2,5,2
c,sym_conservative,True,12,P3,False,51,5,5,7,5
c,sym_conservative,True,13,P3,False,35,3,4,7,5
c,sym_conservative,True,14,P1,True,57,7,6,5,3
c,sym_conservative,True,15,P4,False,52,5,4,4,7
c,sym_conservative,True,16,P2,True,58,3,7,5,4
c,sym_conservative,True,17,P1,True,37,7,2,4,6
c,sym_conservative,True,18,P3,False,63,3,3,7,5
c,sym_conservative,True,19,P4,False,44,3,4,5,7
c,sym_conservative,True,20,P3,False,55,5,3,7,5
c,sym_conservative,True,21,P3,False,35,4,2,7,5
c,sym_conservative,True,22,P1,True,29,7,3,4,6
c,sym_conservative,True,23,P3,False,59,2,3,7,6
c,sym_conservative,True,24,P3,False,71,2,4,7,6
c,sym_conservative,True,25,P1,True,57,7,6,3,4
c,sym_conservative,True,26,P1,True,73,7,5,6,4
c,sym_conservative,True,27,P3,False,47,2,5,9,4
c,sym_conservative,True,28,P1,True,61,7,5,6,5
c,sym_conservative,True,29,P4,False,40,5,2,4,8
d,default,False,0,P2,True,62,2,7,4,5
d,default,False,1,P3,False,55,3,3,7,5
d,default,False,2,P3,False,35,3,2,7,3
d,default,False,3,P1,True,45,7,4,4,4
d,default,False,4,P3,False,63,3,3,7,4
d,default,False,5,P3,False,59,6,4,7,3
d,default,False,6,P3,False,15,2,3,7,3
d,default,False,7,P3,False,67,2,2,7,3
d,default,False,8,P3,False,71,3,3,7,6
d,default,False,9,P3,False,67,3,4,7,5
d,default,False,10,P1,True,41,7,2,6,4
d,default,False,11,P4,False,32,3,2,3,7
d,default,False,12,P4,False,56,6,2,6,7
d,default,False,13,P4,False,60,6,3,5,7
d,default,False,14,P1,True,85,7,4,6,4
d,default,False,15,P4,False,52,6,5,5,7
d,default,False,16,P4,False,28,4,3,4,7
d,default,False,17,P3,False,63,5,3,7,5
d,default,False,18,P4,False,60,2,2,5,7
d,default,False,19,P3,False,47,5,2,7,4
d,default,False,20,P1,True,41,7,3,4,5
d,default,False,21,P4,False,68,5,3,6,7
d,default,False,22,P4,False,56,3,4,3,7
d,default,False,23,P3,False,55,5,4,7,5
d,default,False,24,P3,False,31,3,2,7,2
d,default,False,25,P4,False,72,5,4,5,7
d,default,False,26,P4,False,48,6,2,4,7
d,default,False,27,P3,False,39,4,3,7,5
d,default,False,28,P3,False,55,3,5,7,6
d,default,False,29,P1,True,69,7,4,6,3
d,sym_aggressive,False,0,P3,False,31,5,2,7,5
d,sym_aggressive,False,1,P4,False,44,2,3,4,7
d,sym_aggressive,False,2,P3,False,59,5,2,7,2
d,sym_aggressive,False,3,P3,False,35,5,2,7,3
d,sym_aggressive,False,4,P3,False,55,5,3,7,3
d,sym_aggressive,False,5,P4,False,88,6,3,6,7
d,sym_aggressive,False,6,P4,False,40,3,4,5,7
d,sym_aggressive,False,7,P3,False,67,5,3,7,3
d,sym_aggressive,False,8,P3,False,47,3,3,7,3
d,sym_aggressive,False,9,P3,False,43,4,2,7,4
d,sym_aggressive,False,10,P3,False,43,3,4,7,3
d,sym_aggressive,False,11,P4,False,64,5,4,5,7
d,sym_aggressive,False,12,P3,False,47,6,3,7,6
d,sym_aggressive,False,13,P3,False,35,3,2,7,2
d,sym_aggressive,False,14,P1,True,49,7,2,6,4
d,sym_aggressive,False,15,P4,False,56,5,2,3,7
d,sym_aggressive,False,16,P3,False,79,6,2,7,3
d,sym_aggressive,False,17,P3,False,51,3,5,7,4
d,sym_aggressive,False,18,P3,False,35,3,2,7,6
d,sym_aggressive,False,19,P3,False,59,5,2,7,4
d,sym_aggressive,False,20,P3,False,55,3,6,7,5
d,sym_aggressive,False,21,P1,True,45,7,2,6,3
d,sym_aggressive,False,22,P4,False,60,5,3,5,7
d,sym_aggressive,False,23,P3,False,31,2,4,7,5
d,sym_aggressive,False,24,P1,True,81,7,6,6,4
d,sym_aggressive,False,25,P3,False,67,5,2,7,6
d,sym_aggressive,False,26,P4,False,80,6,4,6,7
d,sym_aggressive,False,27,P1,True,53,7,3,5,4
d,sym_aggressive,False,28,P3,False,75,6,5,7,5
d,sym_aggressive,False,29,P3,False,59,4,2,7,3
d,sym_conservative,False,0,P3,False,35,3,2,7,4
d,sym_conservative,False,1,P3,False,23,3,2,7,3
d,sym_conservative,False,2,P3,False,35,3,3,7,4
d,sym_conservative,False,3,P3,False,51,2,3,7,5
d,sym_conservative,False,4,P4,False,32,3,2,3,7
d,sym_conservative,False,5,P4,False,28,2,3,3,7
d,sym_conservative,False,6,P2,True,54,3,7,6,6
d,sym_conservative,False,7,P3,False,55,2,4,7,5
d,sym_conservative,False,8,P3,False,39,4,6,7,5
d,sym_conservative,False,9,P3,False,31,6,2,7,4
d,sym_conservative,False,10,P4,False,44,4,2,4,7
d,sym_conservative,False,11,P1,True,53,7,2,3,5
d,sym_conservative,False,12,P3,False,55,3,4,7,5
d,sym_conservative,False,13,P1,True,69,7,4,5,5
d,sym_conservative,False,14,P1,True,69,7,2,5,4
d,sym_conservative,False,15,P4,False,44,5,3,4,7
d,sym_conservative,False,16,P3,False,59,6,4,7,2
d,sym_conservative,False,17,P3,False,67,4,3,7,4
d,sym_conservative,False,18,P3,False,59,4,3,7,4
d,sym_conservative,False,19,P3,False,47,5,4,7,3
d,sym_conservative,False,20,P2,True,58,2,7,5,5
d,sym_conservative,False,21,P1,True,41,9,2,4,5
d,sym_conservative,False,22,P3,False,67,3,3,7,5
d,sym_conservative,False,23,P3,False,43,3,2,7,2
d,sym_conservative,False,24,P4,False,40,3,2,5,7
d,sym_conservative,False,25,P4,False,48,5,3,3,7
d,sym_conservative,False,26,P1,True,45,7,4,6,5
d,sym_conservative,False,27,P2,True,66,5,7,4,3
d,sym_conservative,False,28,P3,False,51,4,2,7,5
d,sym_conservative,False,29,P4,False,68,5,3,5,8
d,default,True,0,P3,False,75,5,4,7,6
d,default,True,1,P4,False,68,2,6,6,7
d,default,True,2,P4,False,56,5,5,5,8
d,default,True,3,P1,True,45,7,2,5,5
d,default,True,4,P4,False,64,4,3,3,7
d,default,True,5,P1,True,41,7,3,4,4
d,default,True,6,P3,False,51,3,2,7,4
d,default,True,7,P3,False,63,2,4,7,6
d,default,True,8,P3,False,55,3,6,7,2
d,default,True,9,P3,False,35,4,3,8,4
d,default,True,10,P3,False,75,3,5,7,5
d,default,True,11,P3,False,47,2,2,7,4
d,default,True,12,P4,False,48,4,3,4,7
d,default,True,13,P3,False,51,5,3,7,5
d,default,True,14,P1,True,73,7,2,6,5
d,default,True,15,P3,False,59,5,2,7,5
d,default,True,16,P3,False,63,4,3,7,5
d,default,True,17,P4,False,68,6,4,6,7
d,default,True,18,P4,False,40,2,6,3,7
d,default,True,19,P4,False,32,3,2,5,7
d,default,True,20,P2,True,62,5,7,3,6
d,default,True,21,P3,False,51,3,4,7,4
d,default,True,22,P3,False,47,5,3,7,3
d,default,True,23,P1,True,45,7,3,4,3
d,default,True,24,P3,False,59,4,4,7,3
d,default,True,25,P4,False,48,5,2,3,7
d,default,True,26,P3,False,43,3,3,7,5
d,default,True,27,P3,False,67,5,6,7,6
d,default,True,28,P4,False,40,2,5,2,7
d,default,True,29,P3,False,91,3,6,7,5
d,sym_aggressive,True,0,P1,True,45,7,4,6,2
d,sym_aggressive,True,1,P3,False,59,5,2,8,5
d,sym_aggressive,True,2,P3,False,31,2,3,7,5
d,sym_aggressive,True,3,P3,False,43,2,4,7,3
d,sym_aggressive,True,4,P1,True,65,7,4,5,5
d,sym_aggressive,True,5,P3,False,51,3,4,7,5
d,sym_aggressive,True,6,P1,True,49,7,2,2,3
d,sym_aggressive,True,7,P4,False,48,6,2,3,7
d,sym_aggressive,True,8,P1,True,73,7,2,5,6
d,sym_aggressive,True,9,P3,False,55,3,2,7,3
d,sym_aggressive,True,10,P3,False,43,3,4,7,5
d,sym_aggressive,True,11,P3,False,35,5,2,7,4
d,sym_aggressive,True,12,P3,False,51,6,3,7,3
d,sym_aggressive,True,13,P1,True,45,7,4,5,3
d,sym_aggressive,True,14,P3,False,39,3,2,7,3
d,sym_aggressive,True,15,P4,False,64,3,5,4,7
d,sym_aggressive,True,16,P4,False,40,5,2,4,7
d,sym_aggressive,True,17,P1,True,57,7,2,4,4
d,sym_aggressive,True,18,P3,False,43,6,3,7,5
d,sym_aggressive,True,19,P4,False,48,5,4,6,7
d,sym_aggressive,True,20,P4,False,40,6,2,5,7
d,sym_aggressive,True,21,P1,True,53,7,3,5,4
d,sym_aggressive,True,22,P3,False,59,3,3,8,3
d,sym_aggressive,True,23,P3,False,47,2,3,7,6
d,sym_aggressive,True,24,P3,False,47,6,3,7,3
d,sym_aggressive,True,25,P1,True,73,8,3,6,3
d,sym_aggressive,True,26,P4,False,28,4,2,5,7
d,sym_aggressive,True,27,P3,False,31,3,2,7,2
d,sym_aggressive,True,28,P3,False,35,2,3,7,3
d,sym_aggressive,True,29,P3,False,59,3,2,7,6
d,sym_conservative,True,0,P3,False,59,4,4,7,5
d,sym_conservative,True,1,P3,False,59,2,2,7,5
d,sym_conservative,True,2,P3,False,59,5,3,7,4
d,sym_conservative,True,3,P4,False,44,5,2,3,7
d,sym_conservative,True,4,P1,True,29,7,2,3,4
d,sym_conservative,True,5,P3,False,43,2,2,7,4
d,sym_conservative,True,6,P3,False,35,2,5,7,3
d,sym_conservative,True,7,P3,False,59,4,3,7,5
d,sym_conservative,True,8,P4,False,32,4,2,4,7
d,sym_conservative,True,9,P3,False,51,2,6,7,6
d,sym_conservative,True,10,P4,False,48,3,4,5,7
d,sym_conservative,True,11,P4,False,32,3,3,4,7
d,sym_conservative,True,12,P3,False,55,3,4,7,4
d,sym_conservative,True,13,P3,False,55,2,3,7,5
d,sym_conservative,True,14,P4,False,64,3,5,5,7
d,sym_conservative,True,15,P3,False,67,3,4,7,3
d,sym_conservative,True,16,P4,False,40,2,4,5,7
d,sym_conservative,True,17,P4,False,52,2,4,3,7
d,sym_conservative,True,18,P3,False,55,6,2,7,2
d,sym_conservative,True,19,P1,True,49,7,5,4,5
d,sym_conservative,True,20,P4,False,72,2,5,4,8
d,sym_conservative,True,21,P1,True,53,8,5,4,2
d,sym_conservative,True,22,P3,False,59,4,3,7,6
d,sym_conservative,True,23,P4,False,48,4,3,6,7
d,sym_conservative,True,24,P2,True,66,3,7,6,2
d,sym_conservative,True,25,P1,True,45,7,2,6,3
d,sym_conservative,True,26,P4,False,72,3,6,6,7
d,sym_conservative,True,27,P4,False,44,2,4,2,7
d,sym_conservative,True,28,P4,False,28,3,3,3,7
d,sym_conservative,True,29,P3,False,55,4,4,8,3
