sha,files,py_files,test_files,py_loc,a_added,a_deleted,a_py_added,a_py_deleted,a_py_ins,a_py_del
7172cfae1fbdc8cbb13dc431d096a6ce5d600277,25,11,3,1946,0,0,0,0,1,1
9f37ac5b5ed7f64135fc0f0e6e090aa8b56b3925,25,11,3,1933,0,0,0,0,428,441
4d9ec57cd988330eda8585d3f8512a7a05ce57fc,25,11,3,1935,0,0,0,0,15,13
d2263d98323cc0888dc0d72bfd84cf9ce5414372,25,11,3,1941,0,0,0,0,23,17
b2c759dd8878ac500889de0dbb5548a3a15762b3,28,14,4,2088,3,0,3,0,151,4
c02ccb28c1cae0015ebd827c2b21efd09b415ea0,28,14,4,2088,0,0,0,0,0,0
d20c4cfd9504c3f47a07856842ce89c46284ebd7,28,14,4,2088,0,0,0,0,0,0
75eccb1f9e4e7a6a812aac575125fa03cdfb7237,28,14,4,2088,0,0,0,0,0,0
04910d4c67cad6b9e99da731f8194adaa836d136,28,14,4,2088,0,0,0,0,0,0
091c8f4344f7c68e2b58f8715fbb0deae3075ba9,28,14,4,2088,0,0,0,0,0,0
0255e78a5a7a65c45f2eb63e0eca165cccfbfd71,28,14,4,2088,0,0,0,0,0,0
bcdd7c78586d3a330c329cae754649b50a7efd16,28,14,4,2088,0,0,0,0,0,0
8b22b96343f97db45f7e00e0dcc031b1ba931aa2,28,14,4,2088,0,0,0,0,0,0
fa86945c3b1a99f532a2aa02dc3c6e652966f894,28,14,4,2088,0,0,0,0,0,0
89ca5ba164627cabb9f53e930803f86418660f57,28,14,4,2088,0,0,0,0,0,0
8e56299f781c46d396725ec56b52c69a7f6b54d3,28,14,4,2262,0,0,0,0,180,6
6ecaa1ea889bbf33c955eb173814132db6b9f5e3,28,14,4,2262,0,0,0,0,0,0
6969610f12d5f8a47940976cb754dbce2c44a6b8,28,14,4,2263,0,0,0,0,2,1
dc8eeedeb132e01943f4d13664b5b6e7831fc13a,28,14,4,2264,0,0,0,0,7,6
1ea20bcb7636f9de9d165a44d9dc87b3769738ba,28,14,4,2260,0,0,0,0,5,9
a25b4d25d9af9e887e90b81f959fbfa11a422358,28,14,4,2260,0,0,0,0,3,3
f285b731a4c18d6f6466580f0a69b32ce51486a9,28,14,4,2322,0,0,0,0,71,9
5af1135108fa7178f1c88801569b81613c87d497,28,14,4,2331,0,0,0,0,12,3
16d2cc371aadf55df42eb16185ee9dd1b1a2e963,28,14,4,2331,0,0,0,0,1,1
ef4c8f5a730b07d97c7f30068e9eb7f55ca01a57,28,14,4,2334,0,0,0,0,11,8
2d143f20bcc3739884e7673e3fc6161ddc9510b1,28,14,4,2375,0,0,0,0,61,20
5c2ad1f36a2d13dcdfd5c93a85b123b0a1e55746,28,14,4,2408,0,0,0,0,42,9
638eefec358452b48e80707f13a6853441359aa5,28,14,4,2412,0,0,0,0,4,0
a8a03531883f4fc485169be61e26d7d92f6ffa9b,28,14,4,2412,0,0,0,0,0,0
dbfee1fe2d894fe9804c067ceec0de7119468dfb,28,14,4,2412,0,0,0,0,1,1
ac8c5ee28062631888f306a56be6c83d5dd672cf,28,14,4,2412,0,0,0,0,25,25
231a9948aa8e6a2f68260514988590b08a00be18,28,14,4,2412,0,0,0,0,4,4
fcde7b1929c4a92b9dd361c950a7fad3c5878199,28,14,4,2425,0,0,0,0,231,218
2efcd5d20b6a403da89d642076817d8153d58643,28,14,4,2739,0,0,0,0,393,79
a3c2f6bd19ef73c49b7f31d7eccb5ea060f24740,28,14,4,2741,0,0,0,0,3,1
e07ae792d624be8f2ea7e533381068496c518a5d,28,14,4,2748,0,0,0,0,9,2
234959b113f3539fe630cb7f8664bfd0c9836782,28,14,4,2748,0,0,0,0,0,0
23c596fb331478cbc15d1854b61a3e63284da3a5,28,14,4,2749,0,0,0,0,2,1
12758e59909e2753e63350ef525ebf186402d603,28,14,4,2749,0,0,0,0,4,4
9b7fd608adb079fea777484a924ea0e5fd10aaaf,28,14,4,2749,0,0,0,0,0,0
7118eaf09dfd9e4a56c63c39a28d512323fdc05b,28,14,4,2749,0,0,0,0,0,0
52bbcc8d853e489948791efd308b7a846d4c91d6,28,14,4,2749,0,0,0,0,0,0
0328832e0470d2ae528efafa471d932606b98502,28,14,4,2749,0,0,0,0,1,1
35270518e8db77944b6fab53442bc07146c971d0,28,14,4,3070,0,0,0,0,722,401
0f3de698e8f82ed9eff5190ad5f6e9cc7275d0f9,29,15,4,3081,1,0,1,0,24,13
ea7ef30c8a29978b0a1896f9398c3fb42e973f53,29,15,4,3081,0,0,0,0,1,1
68ba6c7e85ddf5a959389d503e93664eaaae447e,29,15,4,3081,0,0,0,0,1,1
0a0f89381752989c56c698b5b7fff4cff5509b80,29,15,4,3081,0,0,0,0,1,1
4f04b7985762a47cb123dc76f8113fba5c8cedf9,29,15,4,3077,0,0,0,0,5,9
bd54ad603e3ab5452809d2b39dbb7c08a8df55d7,29,15,4,3077,0,0,0,0,2,2
fe9731752b835c539b4d02f432baae16e37352e1,32,18,5,3189,3,0,3,0,126,14
d401184da4c5f08c5aa97eedcf12e58f06de3c3d,32,18,5,3194,0,0,0,0,17,12
08e88bd49bc3347adb06cf6265c8fc6524f5a30b,32,18,5,3194,0,0,0,0,1,1
fec66dc3a10ce56883edaf069019c9095aac4fbc,32,18,5,3196,0,0,0,0,3,1
bfb660a9c3391d8cf03ad4671f0ae020d1d6e256,32,18,5,3234,0,0,0,0,46,8
9cdc7f65bb717b32a757f6cd959f26aae1cdaa18,32,18,5,3239,0,0,0,0,20,15
8f93743de500961f9b842256b0b1d78f5f0e02d9,32,18,5,3239,0,0,0,0,2,2
1f5b8a10295e8c0aeff59a279722c7c194e1aa3a,32,18,5,3239,0,0,0,0,4,4
088f3519319d4327373d21bd4030d5a965138e74,32,18,5,3240,0,0,0,0,5,4
f1314769f9faddffef98f91e3979fa68a9889ac3,32,18,5,3240,0,0,0,0,0,0
d7a9e080e7a85434305568cf54628eec9cab0074,32,18,5,3240,0,0,0,0,2,2
03fb33eff6b86aa00f296d63de650b3742bd9a72,32,18,5,3241,0,0,0,0,2,1
f5c75e41d111d7dc6e43a646b2bf4652e22738b7,32,18,5,3241,0,0,0,0,5,5
25369f5f3edd41c1d68dad3a5d95552677948ecd,32,18,5,3282,0,0,0,0,89,48
17a6d03bd7211e5d11f78952fe44fda2592c2050,32,18,5,3282,0,0,0,0,2,2
36c5013e6d66bebf9c2343006b6fe200851b6107,32,18,5,3499,0,0,0,0,223,6
2c3c4d440e3535c01400483be87ae5157ff67d52,32,18,5,3504,0,0,0,0,6,1
b228bc39fd86e26d7d724b811b4e9f7f1be8bc7f,32,18,5,3527,0,0,0,0,52,29
146fdeed12dac98152c4e809c8ac452c215bba8b,36,19,5,3718,4,0,1,0,193,2
5ac6b2776d679429622e8b25e53bf00cc6d0b96a,36,19,5,3718,0,0,0,0,0,0
